id,z_j,a_j,epsilon_j,l_j_target,l_j_model
163918190,2.0737947410897863,0.3235403568895735,4.993794272398313,0.0004724555596489205,0.00047245554622536067
163922288,2.9453000956256647,0.4854789245722042,4.99472825936802,0.0007401803767833088,0.0007401803613465291
16392454x,0.9703316522171938,0.6325780181511858,4.998471944099741,0.00018785732966992793,0.00018785732512236944
163925577,3.767666119862979,0.1559306496088501,4.992533208988977,0.0007930504036964023,0.0007930503847453765
163929332,1.345712559207537,0.6367901025412247,4.993771213266172,0.00034534251621956807,0.000345342507440037
163931176,0.3894695088306012,-0.20984690159027614,4.999706510998477,1.124894189640287e-5,1.1248941606965921e-5
163932822,1.1795191523282806,0.09004071032118702,4.985601546595715,0.00017379615229942433,0.0001737961470544462
163934342,0.4637761150036774,0.642520580618384,4.992340726032686,4.499576758561148e-5,4.499576646591739e-5
163941227,0.46845616865769185,0.5727991722184604,4.999418646965904,4.049619082705033e-5,4.0496190245456073e-5
163941462,1.4163543041719882,-0.20595510891125288,4.998617594207196,7.874259327482009e-5,7.874259159830652e-5
163942465,1.1804108569653002,0.12471011623789266,4.992004507238527,0.00013498730275683443,0.0001349872993282327
163943855,0.5404588062631588,0.40592200980586207,4.999557252535399,4.499576758561148e-5,4.499576650340003e-5
163945076,0.4927342979707873,0.29239793311961915,4.997530657630253,4.162108501669062e-5,4.1621083959824194e-5
163947426,1.1400976016038593,0.9857422403497018,4.989947290498448,0.00040046233151194217,0.0004004623231322465
163948074,0.5766906380881618,0.2996235576063305,4.999424008148158,3.9933743732230185e-5,3.9933742827365135e-5
163948664,1.917301711048697,0.5038866858151027,4.849192797360862,0.0005264504807516543,0.0005264504685260288
163951206,1.0838363739704442,0.6280330541424619,4.997756724007793,0.00021260500184201424,0.00021260499666346627
16395137x,1.3801930814021564,-2.1828297535817365,4.681238523238831,0.0003048463253925178,0.00030484631612918235
